Name,Lat,Lng
得力文具(超俐达店),43.90085078439143,125.33902734149747
超俐达办公文具,43.90088178825323,125.33902831674914
吉佳商场,43.90165362874371,125.33599500421502
旺多多罐头,43.90152585058669,125.34060141984536
叶氏百货商行,43.90024911377364,125.33934265512185
宽城区洁优贸易行,43.90064844207942,125.33956926506265
东北电器城(东六条街店),43.899449028027036,125.33572216374309
胃康蜜杏,43.90107527579614,125.34290179471968
宝发体育用品,43.90057732288496,125.33867276433449
东泽商超设备货架,43.899737894686446,125.33934603501649
文博雅汇,43.90237723134412,125.34230829542525
大平烟酒超市,43.90035695855578,125.33985640794818
远舰文具,43.900819832859895,125.3386146153987
长春礼物(伪满皇宫博物院店),43.902283401530006,125.34228936215672
三和百货(光复路店),43.90163162131363,125.33840412073076
振华货架二楼展示厅,43.90010344419149,125.34013954911681
博采文具(太平街店),43.900773621716404,125.33835983671798
大明百货,43.90110579300227,125.33835258175463
鑫顺百货(光复路店),43.90165859833511,125.33854999216109
上海家化华禹蒙,43.90109986311504,125.3381967120117
腾达百货,43.90117100459162,125.3381796699157
辛桂荣服装批发,43.90041420827989,125.33840008279742
金万年粤东文化,43.90055541463325,125.33851988627485
真好香吉林省总代理,43.90079201250491,125.33844775575767
伪满皇宫博物院-游客服务中心,43.90194016998008,125.34248577733389
伪满皇宫博物院-售票处,43.90192514292692,125.34248779111414
小车的宠物店,43.90097484432416,125.33941006823538
专属美艺,43.899576396193396,125.33832776356239
伪满皇宫博物院-咨询中心,43.901850981329964,125.34231473660311
菜鸟驿站(长春光复小区117店),43.90118088106346,125.33876323416429
菜鸟驿站(南关区北中环十一区9栋店),43.89877495231033,125.34091151736328
林缘香行,43.90078897404839,125.33830986392158
伪满皇宫博物院游客服务中心-讲解员办公室,43.902074315121254,125.3426597927866
伪满皇宫博物院游客服务中心-寄存处,43.901963506663364,125.3423626749863
伪满皇宫博物院游客服务中心-影视厅,43.90209112271368,125.3426777925031
丰源婚庆圣诞,43.90165035224085,125.33753390472766
大坤物流,43.902117518406385,125.34587490063075
光复路邮局,43.90082877257606,125.33689632279156
福奈特洗衣·洗鞋·奢侈品护理(新天地购物公园店),43.8971379334738,125.33920886012181
新天地购物公园-中东新天地会员中心,43.897560288812144,125.33761379900743
小米之家(中东新天地购物公园店),43.90248899650684,125.34479382097133
鑫泓货站(黄河路店),43.9046755064095,125.3401977054828
韵达速递(光复路店),43.9010659445643,125.3452967617229
金达香业,43.90140725917892,125.33560487702893
琪洁婚庆百货,43.9010608640989,125.33542747817116
荣盛服务社,43.8982117017966,125.33890432533734
辽西物流(黄河路店),43.90470919594412,125.3388811272752
超俐达库房,43.90142004595065,125.34404169339159
盛成洗涤总汇,43.90410730770337,125.33798534595046
海尔服务店(光复路昕源电器行店),43.89938539605396,125.33563037245652
比耐恩月子护理中心,43.897626362649724,125.33294872929665
岭城物流,43.9007594578683,125.3461344732366
铁邦物流,43.904714223709625,125.34011667958607
得力配送中心,43.89899246610028,125.33603096487973
直梯(客梯),43.89764163167583,125.33846998361676
小白物流,43.904708254344385,125.34022767226091
直梯(客梯),43.897614712185195,125.33845701047593
新天地购物公园-民品劳业,43.89755623735178,125.33762179322042
灯笼婚庆,43.901353475876455,125.3350340091727
新天地会员中心,43.89743509795184,125.33809941269635
直梯(客梯),43.897018382484035,125.33927290510367
新天地购物公园-休息区,43.89711413978751,125.3389190244582
新天地购物公园-售票台,43.89707303807578,125.33919190822496
新天地购物公园-休息区,43.89709253428161,125.33886506906859
悟添佛品佛龛,43.900782345881,125.33839979928398
公厕,43.90224184085598,125.34062983279698
公共厕所,43.90024014956414,125.33839921567693
长兴装卸队,43.899948154689525,125.33906600960671
公厕,43.90187607905194,125.3425839000273
南关区长通街道清真寺社区,43.89888661057868,125.3457822133166
缘香源香行(光复路店),43.90204974435307,125.33679847141237
众亮物流,43.90037192224791,125.33937254967005
巧手吉才洗涤(小铁道街小区店),43.90123949138659,125.34383459254707
辉煌办公广告,43.9003186201855,125.33610687130684
