Name,Type,Lat,Lng,Address
孟楚桥新疆炒米粉(中环11区店),餐饮,43.89632593569315,125.34101810161746,中环小区11区15号楼105室门市
椒爱水煮鱼川菜(中东新天地店),餐饮,43.89716781943821,125.33841532416606,亚泰大街1138号新天地商场内第3层3FA1024号商铺
老一味水煎包(三马路店),餐饮,43.89475226114489,125.3429419667239,东三马路与福民街交口东北角中环11区34号楼1层
东大桥小国抻面烧烤(长通路店),餐饮,43.89600039495761,125.34719486820921,长通路与东顺街交汇处万晟金地公馆门市
翻滚烤鸡架(光复路店),餐饮,43.901024489617775,125.33713686344377,吉林省长春市南关区光复路小区110栋
饭婉儿汤饭馆(新天地购物公园亚泰大街店),餐饮,43.89710996733548,125.33957973065249,吉林省长春市南关区亚泰大街1138号新天地购物公园B1
花磊砂锅麻辣烫,餐饮,43.901239343515655,125.34392970360214,吉林省长春市宽城区光复路405栋12门
生力源饼业,餐饮,43.90196666494581,125.3376625100154,吉林省长春市南关区光复北路262号308栋
安徽板面,餐饮,43.90265400695479,125.33660023969922,长春市宽城区东七条街百利宾馆南侧约70米
上当一回面食店(光复路店),餐饮,43.90125015866938,125.33703381303003,光复路110栋
南方风味鼎轩包子面馆,餐饮,43.898473939606625,125.33818565584055,吉林省长春市南关区陕西路523号
恩燕烤鸭(新天地购物公园店),餐饮,43.8970881910492,125.33904297280984,新天地购物公园
朴老五果木炭烤肉(万龙花园店),餐饮,43.89391949453538,125.3378006301688,亚泰大街万龙花园14栋110-210室
700CC(长春中东新天地购物公园店),餐饮,43.89725675409646,125.3381394905297,亚泰大街1138号长春新天地商场3F-A座3FA1028号商铺
康记麻辣烫土豆粉蒸饺,餐饮,43.89854606360196,125.33817161843294,长春市南关区爱国胡同龙祥苑
品臭坊臭豆腐(新天地购物公园店),餐饮,43.897187552514126,125.33900093345667,新天地购物公园第B1F层购物中心B1F-B1F区第B1F-062号商铺
亿顺饼业,餐饮,43.90198609171234,125.33806111215793,吉林省长春市南关区光复路小区南侧约60米
老昌食品(长通分店),餐饮,43.897229839958676,125.33922579506996,亚泰大街1138号新天地购物公园负一层
飞哥快餐店,餐饮,43.90109971252521,125.33692507226692,光复路108栋21号附近
国营大冷面饭店,餐饮,43.899697191351756,125.33110909190387,吉林省长春市南关区新春街上海路8号
青登兰州抻面(永长社区中环自治小区店),餐饮,43.90114292687714,125.33688908528445,长春市南关区东七条街银海商厦东侧约140米
天福饼业,餐饮,43.90199276903402,125.33825694054944,吉林长春市南关区长通街道光复路南309栋11号门
迎客来咱家饭庄,餐饮,43.901368848641816,125.34081256208783,陕西路与光复路交叉口西南20米
大同江朝鲜菜·长春地标美食(新天地店),餐饮,43.897303026575194,125.33824936976009,亚泰大街1138号新天地购物公园F3层
食香美馔美食城,餐饮,43.90142634220299,125.3371874819758,吉林省长春市南关区长通路760号美食城114栋2楼
老妈面馆东北农家菜(陕西路店),餐饮,43.90026689368901,125.3397405052813,宽陕西路128栋1-2号老妈面馆
无名小吃(光复路店),餐饮,43.9023650915661,125.33711479907691,光复路209栋1层
北丐先生·野馄饨·MALL烧烤(新天地购物公园店),餐饮,43.89743815476896,125.33957352686954,新天地购物公园商场内B1F层北丐先生
七鑫烧烤,餐饮,43.900276377003856,125.33968251441168,陕西路吉达小区4号楼1楼26号（陕西路与陕西胡同交汇里）
金禾家牛肉汤饭,餐饮,43.902089894335745,125.34242361091948,光复北路5号伪满皇宫博物院内(南侧)
马四哥原味烧烤店(小铁道街小区店),餐饮,43.90118919114338,125.34426716117568,长通家园北门东行20米
转么么自助小火锅(新天地购物公园店),餐饮,43.89729102150754,125.33824937729386,新天地购物公园北三门3楼邵汇大虾旁边
西塔老太太泥炉烤肉(中东新天地店),餐饮,43.89747232351789,125.33955451151641,长通路新天地购物公园A座负一层B1F0019号
个中味排骨卤肉饭,餐饮,43.89979748066633,125.33940096895981,陕西路359号
老乐哥烤黄牛串,餐饮,43.89620024707574,125.34434670727865,中环11区40栋1单元101室
海底捞火锅(新天地购物公园店),餐饮,43.896500805008706,125.3372898109389,亚泰大街1138号新天地购物公园4楼D-23、D-24号
川天椒麻辣烫,餐饮,43.89851511200506,125.33816264716134,陕西路15号1080号
楼外楼大刀肉传统火锅店(三马路店),餐饮,43.89469454554373,125.34273482657163,东三马路与福民街交叉口东北角中环11区34栋1层
汉堡王(新天地店),餐饮,43.89689310127358,125.3394279180208,亚泰大街1138号新天地购物公园M-23号1、2层商铺
回宝珍饺子馆(长通路店),餐饮,43.8958877028388,125.3456108127048,长通路59号中环11区33栋房
肯德基(新天地店),餐饮,43.89669369353542,125.33732265778785,亚泰大街1138号
叁久禧桃·CAKE,餐饮,43.89890129296557,125.34352600525283,长春市长通路447-171号
李连贵熏肉大饼(新天地购物公园店),餐饮,43.89713341740944,125.33888303321606,亚泰大街1138号中东城市广场(亚泰大街)B1室
邵汇大虾(新天地店),餐饮,43.89730102573074,125.33824937101619,亚泰大街新天地购物公园3FA1011号
长湘食湘椒一碗湖南下饭菜(新天地店),餐饮,43.89729536161978,125.33834529811584,新天地购物公园三楼A座3FA1013
伟大航路烤鱼(新天地购物公园店),餐饮,43.89728198345014,125.33825437889574,亚泰大街中东新天地购物公园3楼
百谷园,餐饮,43.89988190975354,125.33855536970951,长春市南关区陕西胡同567名居西北侧约90米
花子大冷面(新天地购物公园店),餐饮,43.897182496000845,125.3387400896478,吉林省长春市南关区亚泰大街1138号新天地购物公园F1
郭记五元抻面,餐饮,43.90408482318921,125.33805730155709,东七条街316-a号附近
北京名人食品(新天地购物公园店),餐饮,43.89715934310351,125.33902693712336,东四马路新天地购物公园C座3号门1楼
辣小鸭(新天地购物公园店),餐饮,43.89723301752386,125.33824641604538,欧亚超市连锁经营有限公司新天地店
饼店,餐饮,43.90246541610457,125.33650853192862,长春市宽城区东七条街百利宾馆南侧约90米
福寿德道口烧鸡(新天地购物公园店),餐饮,43.89721354656808,125.33913384881664,亚泰大街1138号新天地购物公园商场内B1F层购物中心B1F-40号商铺
