FID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,level,Type,integration,choice,integration_norm,choice_norm
113138,123413724,5115,tertiary,文化街, ,F,0,0,F,F,2,二级道路,29.539708876033757,0.023107893342751193,0.7944314700080773,0.6430130805870511
113139,123413727,5115,tertiary,重庆路, ,F,0,0,F,F,2,二级道路,32.332074024109176,0.02175688788737641,0.9699277591243857,0.6045500871762152
113515,123861052,5115,tertiary,崇智路, ,F,0,0,F,F,2,二级道路,22.85608373080018,0.0074023754747071235,0.37437486973093476,0.19587852027192182
113516,123861053,5115,tertiary,建和街 Jianhe St, ,F,0,0,F,F,2,二级道路,26.35185246702548,0.0103351704353591,0.5940791019081577,0.2793749064620107
113517,123861054,5115,tertiary,吴淞路, ,F,0,0,F,F,2,二级道路,31.17296484393895,0.04648392004978236,0.8970793496172251,1.0
113518,123861056,5122,residential, , ,B,0,0,F,F,3,三级道路,29.042002410669845,0.001974807228206486,0.7631513067383265,0.04135618220771031
113520,123861058,5122,residential, , ,B,0,0,F,F,3,三级道路,30.321474272320458,0.0038398375419389018,0.8435643443753199,0.09445341314983051
113521,123861059,5122,residential, , ,B,0,0,F,F,3,三级道路,29.11843456590111,0.005258304393038632,0.7679549620272825,0.13483702591044885
113522,123861060,5115,tertiary,建政路, ,B,0,0,F,F,2,二级道路,29.36234215903169,0.010697485124083408,0.7832842170536924,0.28968997027586196
113523,123861061,5122,residential,新伦胡同, ,B,0,0,F,F,3,三级道路,31.71274517510448,0.006107245864971452,0.9310037971855573,0.1590063067310649
113524,123861062,5115,tertiary,崇智路, ,F,0,0,F,F,2,二级道路,29.14491937836677,0.014566091784880412,0.7696194958755394,0.39982882420230514
113525,123861063,5122,residential,新发路北胡同, ,B,0,0,F,F,3,三级道路,32.41404493866657,0.01838856514999902,0.9750795177796632,0.5086542677049495
113526,123861064,5122,residential,厦门路, ,F,0,0,F,F,3,三级道路,31.213113327694856,0.0044816329117936034,0.899602626316071,0.11272526466872644
113529,123861067,5115,tertiary,吴淞路, ,F,0,0,F,F,2,二级道路,31.336517336578698,0.014603335307855111,0.9073583976685808,0.40088914366517125
113530,123861068,5115,tertiary,咸阳路, ,B,0,0,F,F,2,二级道路,30.329728350880966,0.04473064880068965,0.8440831018015978,1.0
113537,123861075,5115,tertiary,西安胡同, ,F,0,0,F,F,2,二级道路,24.873324699645252,0.0032090617458355405,0.5011556757905208,0.07649528781975333
113538,123861076,5122,residential,柳条路, ,B,0,0,F,F,3,三级道路,23.41121647164295,0.005132069342312798,0.4092641950228002,0.13124312634108157
113539,123861077,5113,primary,人民大街, ,F,0,0,F,F,1,一级道路,28.59894810180352,0.016420497544053194,0.7353059559479324,0.45262357511342727
113540,123861078,5113,primary,人民广场, ,B,0,0,F,F,1,一级道路,30.901504975054046,0.04713718619882966,0.8800184721506319,1.0
113544,123861084,5115,tertiary,杭州路, ,F,0,0,F,F,2,二级道路,25.868905521200503,0.003064954630292943,0.5637265540364174,0.0723925723099689
113545,123862118,5115,tertiary,珠江路, ,B,0,0,F,F,2,二级道路,31.499786889213485,0.04465006769085879,0.9176196633317888,1.0
113547,123862120,5115,tertiary,东七条, ,B,0,0,F,F,2,二级道路,29.33961577829819,0.021504633717241876,0.7818558954437759,0.5973684355809972
113548,123862121,5115,tertiary,东八条, ,B,0,0,F,F,2,二级道路,27.541524302093777,0.005115708354274485,0.6688483320228418,0.1307773306090149
113719,123951742,5114,secondary,惠工路, ,F,0,0,F,F,2,二级道路,17.135519091338328,0.0020394725703883547,0.014845290811977404,0.0431971981861104
113741,124095549,5122,residential,田家大院胡同, ,B,0,0,F,F,3,三级道路,32.79094761675486,0.010829948790393784,0.9987673300301788,0.2934611979227983
113743,124095551,5141,service, , ,B,0,0,F,F,3,三级道路,26.63142397542665,0.005038979221813639,0.6116497847040199,0.128592859699205
113746,124095564,5115,tertiary,园东路, ,B,0,0,F,F,2,二级道路,27.794740708456526,0.005251458024070481,0.6847626330914746,0.13464211045436206
113749,124095575,5114,secondary,北京大街, ,F,0,0,F,F,2,二级道路,31.79612345475819,0.029703413835944603,0.9362440067914584,0.8307869050830868
113750,124095579,5114,secondary,大经路, ,F,0,0,F,F,2,二级道路,31.29731049773471,0.024686080369532834,0.9048943020506265,0.687943911155259
113751,124095580,5114,secondary,大经路, ,F,0,0,F,F,2,二级道路,31.256124020605963,0.031981094719042806,0.9023057889033217,0.8956322574464421
113765,124114655,5114,secondary, , ,B,0,1,T,F,2,二级道路,19.61433651516559,0.0020118900465006767,0.170635538938503,0.04241192642401253
113774,124123995,5122,residential,龙春胡同, ,B,0,0,F,F,3,三级道路,32.01877071961157,0.01249543822473365,0.950237079578015,0.3408775195105303
113775,124123996,5122,residential,南街胡同, ,B,0,0,F,F,3,三级道路,31.992120073556965,0.015489630545254771,0.9485621233179576,0.42612188254164124
113776,124123997,5141,service, , ,B,0,0,F,F,3,三级道路,30.793725058510564,0.009228230700526073,0.8732446534014316,0.24786044028595508
113777,124123999,5122,residential,塘东胡同, ,B,0,0,F,F,3,三级道路,30.82460814761482,0.005797162870092412,0.8751856128558143,0.15017827414141396
113778,124124000,5122,residential,自强南街, ,B,0,0,F,F,3,三级道路,31.10817325169766,0.005683875716551591,0.89300728761913,0.14695299994075267
113779,124124001,5122,residential,三义胡同, ,B,0,0,F,F,3,三级道路,29.92078289384826,0.005136460847214864,0.8183814451935149,0.13136815205688443
125151,130923336,5115,tertiary,西一条 W.1st Tiao, ,F,0,0,F,F,2,二级道路,27.248178016638608,0.007353569614794712,0.6504119235327424,0.19448902220531294
125365,131164873,5122,residential,龙江路, ,B,0,0,F,F,3,三级道路,28.01878910727973,0.006496164184668511,0.6988437652109695,0.17007877332129903
125492,131278009,5122,residential, , ,B,0,-1,F,T,3,三级道路,28.223297212022587,8.564365177467773e-05,0.7116968168619391,0.0
125498,131278018,5122,residential, , ,B,0,0,F,F,3,三级道路,29.80289993516169,0.023577484230894237,0.8109726642130609,0.6563822873245797
126082,131708018,5115,tertiary,岳阳街, ,B,0,0,F,F,2,二级道路,26.84487291281374,0.00432478368355995,0.6250647553259931,0.10825978245468747
188950,160083493,5115,tertiary,光明路, ,B,0,0,F,F,2,二级道路,28.774975246825047,0.011649891106009771,0.7463690186552965,0.3168048755943695
188951,160083494,5115,tertiary,建和胡同 Jianhe Hutong, ,F,0,0,F,F,2,二级道路,27.712375604954527,0.004271785765540036,0.6795861002059943,0.10675093690304423
188952,160083497,5141,service, , ,B,0,0,F,F,3,三级道路,28.279992594414722,0.003661085443640396,0.7152600432640117,0.08936435836350382
188953,160083498,5122,residential,光明小胡同, ,B,0,0,F,F,3,三级道路,27.85603555019678,0.0032035434693036668,0.6886149291548314,0.07633818302566073
188954,160083499,5141,service,文化东胡同, ,B,0,0,F,F,3,三级道路,30.297570266691995,0.005405228269875983,0.8420620106688196,0.13901993433928403
188955,160083501,5122,residential,光明胡同, ,B,0,0,F,F,3,三级道路,28.13580413493417,0.0016019188886926834,0.7061979979259674,0.03074008758822692
189174,160097233,5115,tertiary,崇智路 Chongzhi Rd, ,F,0,-1,F,T,2,二级道路,28.149709958771254,0.02101317870248918,0.7070719597293496,0.5833767592935677
189175,160097241,5141,service, , ,B,0,-1,F,F,3,三级道路,29.41345839079777,0.015548001648125257,0.7864968015520841,0.4277837021413763
189176,160097243,5115,tertiary,重庆路 Chongqing Rd, ,F,0,0,F,F,2,二级道路,29.937664554019715,0.025812922857583468,0.8194424341964235,0.7200250067722401
189905,160342427,5115,tertiary,重庆胡同, ,F,0,0,F,F,2,二级道路,28.76024491520842,0.0031988345399964683,0.7454432376778508,0.07620412026803507
204731,165831640,5122,residential,东朝阳胡同 East Chaoyang Alley, ,B,0,0,F,F,3,三级道路,25.66502362863565,0.0035334108246184346,0.5509128589550981,0.08572947442529619
366877,219800139,5113,primary,人民大街, ,F,0,0,F,F,1,一级道路,21.983120351295504,0.008894751123036568,0.31951032819950453,0.23836630927367955
392214,227339331,5153,footway, , ,B,0,0,F,F,4,其他道路,0.0,0.0,0.0,0.0
392215,227339332,5153,footway, , ,B,0,0,F,F,4,其他道路,0.0,0.0,0.0,0.0
392262,227349456,5153,footway, , ,B,0,0,F,F,4,其他道路,0.0,0.0,0.0,0.0
392263,227349457,5153,footway, , ,B,0,0,F,F,4,其他道路,0.0,0.0,0.0,0.0
392264,227349458,5153,footway, , ,B,0,0,F,F,4,其他道路,0.0,0.0,0.0,0.0
392265,227349459,5153,footway, , ,B,0,0,F,F,4,其他道路,0.0,0.0,0.0,0.0
392337,227381464,5122,residential, , ,B,0,0,F,F,3,三级道路,30.136792799198343,0.022090568407008456,0.8319573691114283,0.6140499389916702
392424,227431911,5115,tertiary,光复路, ,B,0,0,F,F,2,二级道路,30.376523788287173,0.02301652703383235,0.8470241303479625,0.6404118906925639
392425,227431914,5115,tertiary,向阳街, ,B,0,0,F,F,2,二级道路,30.329055484271326,0.010323107456310014,0.8440408130654189,0.2790314746262367
392426,227431915,5115,tertiary,东四马路, ,B,0,0,F,F,2,二级道路,31.895218904049297,0.02480258817873694,0.9424720187801084,0.6912608771082094
424359,234793968,5124,pedestrian,长春站北广场, ,B,0,0,F,F,4,其他道路,370.29323853812815,1.9089668683907406e-05,1.0,0.0
425207,235062619,5115,tertiary,东莱南街, ,F,0,0,F,F,2,二级道路,27.37841887069704,0.028822188506393377,0.6585973811525478,0.8056985059880678
425208,235062620,5115,tertiary,东莱北街, ,F,0,0,F,F,2,二级道路,24.30798468314444,0.009589293071987757,0.46562483733508914,0.2581398507496079
425209,235062623,5115,tertiary, , ,F,0,1,T,F,2,二级道路,26.354619130492964,0.02425756307789951,0.5942529828821813,0.6757440657001942
425210,235062628,5115,tertiary,荣光路 Rongguang Rd, ,F,0,0,F,F,2,二级道路,28.196149693509938,0.04010604901210587,0.7099906328548188,1.0
425211,235062629,5115,tertiary,东天街, ,F,0,0,F,F,2,二级道路,28.91051286873732,0.023197373457860097,0.7548873708119432,0.6455605707279254
428403,236138940,5122,residential,东大桥路, ,B,0,0,F,F,3,三级道路,28.762587231623762,0.04439413738301253,0.7455904490263064,1.0
428874,236455671,5112,trunk,北部快速路, ,F,80,2,T,F,1,一级道路,14.725357138822499,0.0012202748837483075,0.0,0.01987472002878328
428875,236455672,5112,trunk, , ,F,0,-1,F,T,1,一级道路,19.939065069054596,0.004220083583495203,0.19104427961373452,0.10527898082810404
428876,236455673,5112,trunk, , ,F,0,-1,F,T,1,一级道路,21.58752640628009,0.001246100417917476,0.2946477956632652,0.02060997046513661
428877,236455676,5112,trunk,北部快速路, ,F,80,0,F,F,1,一级道路,20.527929786477564,0.008365252382557697,0.22805361299926324,0.22329153182917622
428878,236455678,5114,secondary,铁北二路, ,F,0,0,F,F,2,二级道路,20.328221760711866,0.0070674226049131685,0.2155022396759068,0.18634244477158157
428879,236455681,5115,tertiary,北七条 N.7th Tiao, ,B,0,0,F,F,2,二级道路,25.1312505084082,0.008832185531814703,0.517365956289265,0.23658507300010426
428881,236455684,5115,tertiary,北十条, ,B,0,0,F,F,2,二级道路,23.532818389577415,0.0452155405737707,0.41690670745052955,1.0
443084,239875278,5114,secondary,铁北二路, ,F,0,0,F,F,2,二级道路,19.932257619588878,0.006838404088458622,0.19061644082610185,0.17982230996804963
443087,239875282,5141,service, , ,F,0,0,F,F,3,三级道路,21.503688629914254,0.003630192085074656,0.2893787073242605,0.08848482746137062
443089,239875284,5141,service, , ,F,0,0,F,F,3,三级道路,19.860199495040284,0.0011032336288422707,0.1860876873184616,0.016542566928781158
443090,239875285,5141,service, , ,F,0,0,F,F,3,三级道路,19.813297719767586,0.0024786626640767554,0.18313997558419984,0.05570089727365789
443091,239875286,5141,service, , ,B,0,0,F,F,3,三级道路,19.44372750111059,0.0008047560186002709,0.15991299827182803,0.008044938506669923
443092,239875287,5141,service, , ,B,0,0,F,F,3,三级道路,18.53245066867213,0.0003907234092648184,0.1026405091917952,0.0
443093,239875289,5122,residential, , ,F,0,0,F,F,3,三级道路,23.29484557619742,0.0007065601271410912,0.40195044512662065,0.005249311064056946
443164,239887960,5113,primary,北人民大街, ,F,70,0,F,F,1,一级道路,17.156165867596965,0.004022104800843985,0.016142912155698474,0.09964254421542829
443538,239904237,5115,tertiary,北亚泰大街, ,F,0,0,F,F,2,二级道路,27.66733964942815,0.08591097485664045,0.6767556526632961,1.0
443539,239904238,5115,tertiary,北亚泰大街（Yàtài Dàjiē), ,F,0,1,T,F,2,二级道路,25.910678309042375,0.017238683854258637,0.5663519160014684,0.47591725948240565
443540,239904239,5115,tertiary,西河堤路, ,B,0,0,F,F,2,二级道路,15.63126303853177,0.0020234661643808737,0.0,0.04274149736984233
443543,239904243,5141,service, , ,B,0,0,F,F,3,三级道路,17.319110393524493,0.0005709576784978515,0.02638375033970413,0.0013887225905549936
443545,239904245,5122,residential,天光路 Tianguang Rd, ,B,0,0,F,F,3,三级道路,19.453099004010358,0.007475517472024163,0.1605019842729911,0.19796086579441285
443546,239904247,5122,residential,二酉街 Eryou St, ,B,0,0,F,F,3,三级道路,17.868371136915677,0.0015614515274589439,0.060904028709764246,0.02958798576488125
443549,239904253,5122,residential,四达街 Sida St, ,B,0,0,F,F,3,三级道路,17.182558250029953,0.0008709557164439736,0.017801636904186388,0.00992963744095758
443644,239911222,5141,service, , ,B,0,0,F,F,3,三级道路,258.701706715924,1.977750309023485e-05,1.0,0.0
443645,239911226,5115,tertiary,远达大街 Yuanda St, ,F,0,0,F,F,2,二级道路,19.2285874690292,0.02013062751010835,0.14639174468625374,0.5582506130132388
443646,239911227,5115,tertiary,东荣大路 Donrong Rd, ,F,0,0,F,F,2,二级道路,16.945256489751866,0.006145070064025295,0.0028875493400025683,0.16008315798521067
443647,239911229,5115,tertiary,东荣大路 Donrong Rd, ,F,0,0,F,F,2,二级道路,19.0308268501448,0.006284119671017075,0.13396276319309994,0.16404188672033668
443705,239914149,5122,residential, , ,B,0,0,F,F,3,三级道路,17.035031688818123,0.002360350815233386,0.008529796487251492,0.052332570488312725
443736,239916313,5122,residential, , ,B,0,0,F,F,3,三级道路,16.743971381364993,0.010502037372186086,0.0,0.2841255918616357
443740,239916317,5115,tertiary,乾安路, ,B,0,0,F,F,2,二级道路,15.348889919955653,0.0010357121835137021,0.0,0.014620237972646487
625804,297155722,5122,residential,丰顺街, ,B,0,0,F,F,3,三级道路,27.30661957044281,0.01348532243552551,0.6540848943939842,0.36905942634569977
625897,297182967,5122,residential,珲春街 Hunchun Jie, ,B,0,0,F,F,3,三级道路,27.23852042423767,0.007746188710341985,0.649804957201949,0.2056668495226822
625899,297182969,5122,residential, , ,F,0,0,F,F,3,三级道路,30.92478017992673,0.005404084996173995,0.8814812865989476,0.1389873854486105
625901,297182971,5122,residential, , ,F,0,0,F,F,3,三级道路,31.429590531504545,0.011466635273804619,0.9132079192961311,0.3115875999434369
625902,297182972,5122,residential, , ,F,0,0,F,F,3,三级道路,30.306518985711424,0.011278642482951153,0.8426244252876013,0.3062354635422736
625905,297182975,5122,residential, , ,F,0,0,F,F,3,三级道路,30.663563595182595,0.007151244923185591,0.8650641853792781,0.18872885798891292
625906,297182976,5122,residential, , ,F,0,0,F,F,3,三级道路,24.173204922214115,0.004762166369088495,0.4571541156934164,0.12071202480838782
625907,297182977,5122,residential, , ,F,0,0,F,F,3,三级道路,31.2916354135536,0.007220386300379237,0.9045376308556382,0.1906973062470864
625909,297182979,5122,residential, , ,F,0,0,F,F,3,三级道路,27.429390538067423,0.008270337389178994,0.66180087997853,0.2205893112345881
625910,297182980,5122,residential, , ,F,0,0,F,F,3,三级道路,31.388510515306304,0.010203881923597622,0.9106260970711266,0.2756371353503468
625911,297182981,5122,residential, , ,F,0,0,F,F,3,三级道路,30.879998499145806,0.008131437989287185,0.8786668198724666,0.216634858880933
625912,297182982,5141,service, , ,F,0,0,F,F,3,三级道路,29.55023483185957,0.01034747974179371,0.795093011779613,0.2797253512144007
625913,297182983,5141,service, , ,F,0,0,F,F,3,三级道路,29.600185572896443,0.029833323588684468,0.7982323467969631,0.8344854230600187
625916,297182988,5141,service, , ,F,0,0,F,F,3,三级道路,29.506834990557024,0.00706939784566484,0.7923653917539574,0.18639867968293158
625917,297182989,5141,service, , ,F,0,0,F,F,3,三级道路,29.27294692902562,0.016199329384421018,0.7776658504365696,0.4463269392021687
625918,297182990,5122,residential, , ,F,0,0,F,F,3,三级道路,21.074164856266716,0.008205571191727727,0.26238373196642445,0.21874542391651516
625919,297182991,5115,tertiary, , ,F,0,0,F,F,2,二级道路,29.830550717819147,0.03156022524378519,0.8127104776759204,0.8836501445769089
625921,297182996,5122,residential, , ,F,70,0,F,F,3,三级道路,31.372187159258175,0.039440529091848774,0.9096001967105146,1.0
625925,297183000,5122,residential, , ,F,0,0,F,F,3,三级道路,30.176260306218193,0.005315890674357918,0.8344378473638623,0.13647650171724623
625927,297183002,5122,residential, , ,F,70,0,F,F,3,三级道路,31.162871879754736,0.02515620834242226,0.8964450207717537,0.7013284086430795
625930,297183005,5122,residential, , ,F,0,0,F,F,3,三级道路,31.01027971574259,0.004847371828830419,0.8868548142220065,0.12313781592831469
625932,297183007,5122,residential, , ,F,0,0,F,F,3,三级道路,31.512440961795857,0.027429807522514563,0.9184149542993563,0.7660575553203687
625933,297183008,5122,residential, , ,F,0,0,F,F,3,三级道路,28.647556249856837,0.02148944126476301,0.7383609108523985,0.5969359079422195
625937,297183012,5122,residential, , ,F,0,0,F,F,3,三级道路,24.706230999737738,0.005915291337674619,0.4906540677580992,0.15354138008015805
625994,297190434,5115,tertiary,同志街 Tongzhi St, ,F,0,0,F,F,2,二级道路,22.875200453094966,0.010128406611040721,0.3755763292983249,0.2734883605707871
626117,297198903,5152,cycleway, , ,B,0,0,F,F,4,其他道路,30.782623222588125,0.019127652716262152,0.8725469183619763,0.5296960185565946
626118,297198904,5152,cycleway, , ,B,0,0,F,F,4,其他道路,22.033163958402742,0.013051141554524099,0.32265549972098984,0.35669833905428283
626119,297198905,5152,cycleway, , ,B,0,0,F,F,4,其他道路,22.148751733974866,0.01099415009605299,0.32992003161578787,0.29813599306333205
626504,297307599,5113,primary,人民大街, ,F,0,0,F,F,1,一级道路,28.744067491865728,0.009469883227608814,0.7444265089860238,0.2547402641385663
626505,297307600,5113,primary,人民大街, ,F,70,0,F,F,1,一级道路,31.140840754936765,0.02756832852630133,0.8950603950349381,0.7700012347738574
626506,297307601,5122,residential,东一条, ,B,0,0,F,F,3,三级道路,29.206354960875995,0.009008966586222456,0.7734806373016523,0.24161801235930158
626600,297323059,5112,trunk,北亚泰大街, ,F,80,1,T,F,1,一级道路,22.083572583526816,0.005132262051915946,0.32582361212019645,0.13124861276466823
626601,297323060,5112,trunk,亚泰大街, ,F,80,1,T,F,1,一级道路,28.116808425970184,0.0034968004507118047,0.7050041438791174,0.08468718065458132
626602,297323061,5132,trunk_link, , ,F,0,1,T,F,1,一级道路,31.557677090941237,0.014063364529989991,0.9212579824772691,0.38551622833870536
626603,297323062,5132,trunk_link, , ,F,0,1,T,F,1,一级道路,31.54178104043927,0.015043616457707928,0.9202589376794841,0.41342390501519577
626604,297323063,5132,trunk_link, , ,F,0,1,T,F,1,一级道路,28.632820152373228,0.0027680165597347302,0.7374347674981843,0.0639387744323441
626605,297323066,5122,residential, , ,F,0,0,F,F,3,三级道路,29.950272125033838,0.014995143916651951,0.8202348026047148,0.4120438965038865
626606,297323067,5115,tertiary,北亚泰大街, ,F,0,0,F,F,2,二级道路,27.62158636242995,0.04590038652461396,0.6738801218293033,1.0
626607,297323068,5115,tertiary,北亚泰大街, ,F,0,1,T,F,2,二级道路,25.673094619415377,0.019744902810415788,0.5514201095674723,0.5472690684727277
626608,297323069,5122,residential, , ,B,0,0,F,F,3,三级道路,23.91632755819829,0.010865560068279476,0.4410097284975557,0.2944750475273425
626609,297323070,5115,tertiary,东天光路 Tianguang East Rd, ,B,0,0,F,F,2,二级道路,21.418738905550796,0.009484267904217386,0.2840397345908716,0.2551497944771829
626610,297323071,5115,tertiary,亚泰大街（Yàtài Dàjiē), ,F,0,0,F,F,2,二级道路,24.42066635226642,0.01449486922910903,0.47270672445718304,0.39780112499321674
626611,297323073,5115,tertiary,北亚泰大街, ,F,70,0,F,F,2,二级道路,18.249513437024873,0.004343938234543921,0.08485829534302325,0.1088051106510711
626612,297323074,5115,tertiary,北亚泰大街, ,F,70,0,F,F,2,二级道路,17.730937745330948,0.004712537243305233,0.052266530050102226,0.1192990884428144
626613,297323075,5122,residential, , ,F,0,0,F,T,3,三级道路,28.185370513156194,8.564365177467773e-05,0.7093131762717851,0.0
626617,297323080,5112,trunk,亚泰大街, ,F,80,0,F,F,1,一级道路,29.26575713713992,0.0035612749426099243,0.7772139819564289,0.0865227631440365
626618,297323081,5112,trunk,亚泰大街, ,F,0,0,F,F,1,一级道路,28.998282905547274,0.002737948084054388,0.760403596283517,0.0630827278654218
626619,297323082,5112,trunk,北亚泰大街, ,F,80,1,T,F,1,一级道路,23.395974595832573,0.003777140972282586,0.4083062641999864,0.09266844793301433
626620,297323083,5112,trunk,长泰大桥, ,F,80,1,T,F,1,一级道路,24.333759178682556,0.010282369082283091,0.46724472874646195,0.27787165709512907
626621,297323084,5112,trunk,长泰大桥, ,F,80,1,T,F,1,一级道路,26.058372329413533,0.0045747372898445075,0.5756342809950551,0.11537593722170916
626622,297323085,5112,trunk,亚泰大街, ,F,80,1,T,F,1,一级道路,27.440561180339053,0.005956832977309142,0.6625029394019074,0.15472406650468826
626623,297323086,5112,trunk,亚泰大街, ,F,80,1,T,F,1,一级道路,24.620147006921805,0.0007707928659720995,0.4852438078205965,0.0070780108672947135
626624,297323087,5112,trunk,亚泰大街, ,F,80,1,T,F,1,一级道路,24.50090652176181,0.0007707928659720995,0.4777497081780657,0.0070780108672947135
626633,297323096,5132,trunk_link, , ,F,0,0,F,F,1,一级道路,29.897305956530865,0.007963682382718228,0.816905952139944,0.2118588731405182
626634,297323097,5132,trunk_link, , ,F,0,0,F,F,1,一级道路,29.61340150447629,0.00541865324621814,0.7990629498257528,0.13940214210501495
626635,297323098,5132,trunk_link, , ,F,0,0,F,F,1,一级道路,29.96431002460875,0.007819912884807816,0.821117065185625,0.2077657695717592
626636,297323099,5132,trunk_link, , ,F,0,0,F,F,1,一级道路,29.737806389477985,0.004280269586202837,0.8068816248585601,0.10699247044900723
626673,297323150,5122,residential, , ,F,0,0,F,F,3,三级道路,29.593625724774594,0.005812437459532639,0.7978200694114841,0.15061314021146227
626674,297323151,5122,residential, , ,F,0,0,F,F,3,三级道路,28.963491486076425,0.011792689387250574,0.7582170036688544,0.3208703287193682
626675,297323152,5122,residential, , ,F,0,0,F,F,3,三级道路,29.37376775345434,0.0162588176768324,0.7840022998672905,0.4480205650790577
626676,297323153,5122,residential, , ,F,0,0,F,F,3,三级道路,33.01067521432857,0.008946965683677673,1.0,0.23985285271723017
626677,297323154,5122,residential, , ,F,0,0,F,F,3,三级道路,32.977709136426945,0.01496536974905331,1.0,0.41119622885931584
626678,297323155,5122,residential, , ,F,0,0,F,F,3,三级道路,33.230069994451846,0.007857357764382003,1.0,0.20883182163735356
626679,297323156,5122,residential, , ,F,0,0,F,F,3,三级道路,33.032055850166955,0.009875549725452603,1.0,0.266289549725451
626722,297349735,5115,tertiary,汉口大街, ,F,0,0,F,F,2,二级道路,26.661682948000237,0.006522830868584003,0.61355151929729,0.17083797120880562
626754,297361574,5122,residential,红光胡同, ,F,0,0,F,F,3,三级道路,30.2217076332947,0.01146471246100418,0.8372941490397655,0.31153285765073974
626935,297390723,5114,secondary,北京大街, ,B,0,0,F,F,2,二级道路,28.783823044088667,0.018404261581023013,0.7469250904812498,0.5091011435637016
626936,297390724,5115,tertiary,松江路, ,F,0,0,F,F,2,二级道路,27.36768465095307,0.0073993448314940225,0.6579227502816806,0.19579223815553776
626937,297390725,5122,residential,丹东路, ,B,0,0,F,F,3,三级道路,26.122371246419057,0.002310082994879039,0.5796565244504546,0.05090145055065861
626938,297390728,5115,tertiary,汉口大街, ,B,0,0,F,F,2,二级道路,26.96071234726446,0.009137481115231424,0.632345103633393,0.24527680845283575
626939,297390729,5114,secondary,辽宁路, ,F,0,0,F,F,2,二级道路,26.309956680006017,0.0038457825651892403,0.5914460096148412,0.09462266738133293
626941,297390731,5134,secondary_link, , ,F,0,0,F,F,2,二级道路,23.398604906162408,0.0009298453621250725,0.40847157556781677,0.011606219903883472
626942,297390732,5114,secondary,辽宁路, ,F,0,0,F,F,2,二级道路,22.899548583024746,0.0008136146918594384,0.37710657560316196,0.008297144069453224
626943,297390733,5114,secondary,长白路, ,F,0,0,F,F,2,二级道路,28.75420470277398,0.014082197786448874,0.7450636186769299,0.3860524093113289
626944,297390736,5114,secondary,胜利大街, ,F,0,0,F,F,2,二级道路,28.56081191097369,0.013928928802670635,0.7329091490774988,0.38168885630738303
626945,297390737,5115,tertiary,黄河路, ,F,0,0,F,F,2,二级道路,29.96766302805682,0.012514139747976478,0.8213277968168143,0.3414099500513544
626946,297390739,5122,residential,东一条, ,F,0,0,F,F,3,三级道路,28.680123109100958,0.007929483783624697,0.7404076929322622,0.21088524236326173
626947,297390740,5122,residential,贵阳街, ,F,0,0,F,F,3,三级道路,31.70128471776667,0.017959376035368943,0.9302835232859392,0.4964352955147597
626948,297390741,5122,residential,南京大街, ,F,0,0,F,F,3,三级道路,31.401007429311722,0.07427231627941037,0.9114115108394041,1.0
626949,297390742,5114,secondary,胜利大街, ,F,0,0,F,F,2,二级道路,29.77567891601896,0.009944670080640414,0.8092618607929546,0.26825739948917077
626950,297390743,5122,residential,广州路, ,F,0,0,F,F,3,三级道路,31.97649059641912,0.008478371604211343,0.9475798322875705,0.22651202502540543
626951,297390744,5141,service, , ,B,0,0,F,F,3,三级道路,26.65977208630691,0.0021525693095532403,0.6134314242816274,0.046417051308079674
626952,297390745,5141,service, , ,F,0,0,F,F,3,三级道路,26.742864430851462,0.00438378856592432,0.6186536632612227,0.10993964569473509
626953,297390746,5141,service, , ,F,0,0,F,F,3,三级道路,26.770656417369896,0.0016667647693605666,0.6204003511915306,0.0325862434796972
626954,297390753,5124,pedestrian,东一条, ,B,0,0,F,F,4,其他道路,29.503651088928066,0.004348696215198069,0.7921652879383161,0.10894056989575537
626955,297390755,5142,track, , ,B,0,0,F,F,4,其他道路,27.661484572394627,0.0012276180672483139,0.6763876691663735,0.02008377974608616
626956,297390756,5141,service, , ,B,0,0,F,F,3,三级道路,28.084520227868047,0.0021911236682559303,0.7029748752667789,0.04751469013613992
626957,297390757,5141,service, , ,B,0,0,F,F,3,三级道路,29.153033287056,0.00715404084996174,0.7701294438191921,0.1888084577512532
626958,297390758,5141,service, , ,B,0,0,F,F,3,三级道路,29.698483380534384,0.004525869680381423,0.80441022811045,0.11398468115142152
626959,297390759,5142,track, , ,B,0,0,F,F,4,其他道路,29.675835795475294,0.0023744776031549824,0.8029868586997353,0.05273475876118976
626960,297390760,5142,track, , ,B,0,0,F,F,4,其他道路,30.239373949844026,0.005281418568891026,0.8384044526112372,0.13549508424024362
626961,297390761,5122,residential,芷江路, ,B,0,0,F,F,3,三级道路,30.956593856392182,0.037045146859732765,0.8834807321824457,1.0
626963,297390763,5141,service, , ,B,0,0,F,F,3,三级道路,25.694280710701186,0.0017779151215492378,0.552751626115049,0.03575068315448665
626964,297390764,5141,service, , ,B,0,0,F,F,3,三级道路,25.738573748465175,0.00013597033374536464,0.5555353823034638,0.0
626983,297398409,5114,secondary,辽宁路, ,F,0,0,F,F,2,二级道路,23.584424263992673,0.0013841309082347404,0.4201500653124919,0.024539685048039314
627004,297402714,5153,footway, , ,B,0,0,F,T,4,其他道路,316.79443157899743,4.414621225498852e-06,1.0,0.0
