FID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,level,Type,integration,choice,integration_norm,choice_norm
645022,300901472,5134,secondary_link, , ,F,0,0,F,F,2,二级道路,24.60761629737641,0.0030565155604887198,0.4844562700493538,0.07215231281658041
645023,300901474,5114,secondary, , ,F,0,0,F,F,2,二级道路,25.310249079721284,0.006426413628649347,0.5286157690310614,0.1680929818014395
645024,300901475,5134,secondary_link, , ,F,0,0,F,F,2,二级道路,25.437902619954077,0.0017573135558302427,0.5366386175538826,0.035164158589874296
645025,300901476,5134,secondary_link, , ,F,0,0,F,F,2,二级道路,24.977859207079803,0.007987434226080972,0.5077255250639974,0.21253508580207475
649456,301737138,5122,residential,铁北三路 Tiebei 3rd Rd, ,B,0,0,F,F,3,三级道路,25.125239008961643,0.015548716846293026,0.5169881418599369,0.4278040637633852
649457,301737140,5122,residential,铁北三路 Tiebei 3rd Rd, ,B,0,0,F,F,3,三级道路,25.943042004973805,0.02696568367767379,0.5683859295480023,0.752843994771888
649458,301737142,5122,residential,北六条 N.6th Tiao, ,B,0,0,F,F,3,三级道路,25.915872336552503,0.0037256420690074694,0.5666783534497455,0.09120227918480112
649461,301737996,5141,service,凯丰路, ,B,0,0,F,F,3,三级道路,16.43109999903507,0.0011990111248454882,0.0,0.01926934288887983
649466,301738488,5122,residential, , ,B,0,0,F,F,3,三级道路,18.112772737465818,0.004537814585646047,0.0762643314195292,0.11432475143807985
649467,301738489,5141,service, , ,B,0,0,F,F,3,三级道路,17.287712244136877,0.003937253516981576,0.024410420058582412,0.09722683644821173
649468,301738490,5122,residential, , ,B,0,0,F,F,3,三级道路,18.62904888265126,0.0018158072870681028,0.10871157339351141,0.036829469407255774
649469,301738491,5141,service, , ,B,0,0,F,F,3,三级道路,16.906017439979372,0.001968626758490788,0.00042142930972319904,0.04118022483832662
649472,301739536,5141,service, , ,B,0,0,F,F,3,三级道路,19.6881069295538,0.0021797217132306077,0.17527190749532529,0.04719007758978423
649473,301739537,5122,residential,广德街 Guangde St, ,B,0,0,F,F,3,三级道路,18.97291887071587,0.0004979692742362705,0.1303233267436782,0.0
649474,301739538,5122,residential, , ,B,0,0,F,F,3,三级道路,20.446658312970435,0.002555653658249455,0.22294581324701881,0.057892823360837724
649475,301739539,5122,residential, , ,B,0,0,F,F,3,三级道路,19.36028347272398,0.012142857142857141,0.15466865644896188,0.33083957053330765
649476,301739540,5141,service, , ,B,0,0,F,F,3,三级道路,19.56166353547244,0.0011400317852728234,0.1673251149850965,0.017590206849618206
649477,301739541,5122,residential,太和街 Taihe St, ,B,0,0,F,F,3,三级道路,20.07620101136831,0.005211828241803519,0.19966308399793628,0.13351385442242458
649478,301739542,5115,tertiary,广德街 Guangde St, ,B,0,0,F,F,2,二级道路,20.718990641313063,0.010143107304726586,0.24006152358435628,0.2739068878847403
649479,301739543,5115,tertiary,东河堤路, ,B,0,0,F,F,2,二级道路,21.078334179547173,0.006453477730953948,0.2626457681705186,0.16886349415168259
649480,301739777,5141,service, , ,B,0,0,F,F,3,三级道路,19.671133321980097,0.0015293140364350125,0.1742051397253026,0.02867303453313262
649481,301739826,5115,tertiary,东河堤路, ,B,0,0,F,F,2,二级道路,23.113348341021016,0.007588586732591676,0.3905435948154132,0.20117993660339778
649496,301754246,5141,service, , ,B,0,0,F,F,3,三级道路,20.068659766106897,0.002564600623933133,0.1991891271590158,0.05814754260032651
660008,303316730,5115,tertiary,和顺西街 Heshun West St, ,B,0,0,F,F,2,二级道路,23.370516718926734,0.012963436961932152,0.40670627183192737,0.35420139786611543
660014,303316737,5141,service, , ,B,0,0,F,F,3,三级道路,21.052148414101136,0.004068514921419742,0.2610000290140129,0.10096383581702752
660016,303316739,5122,residential,东绿安街 Lv‘anEast St, ,B,0,0,F,F,3,三级道路,22.118598183418577,0.006103508152333863,0.3280249226505592,0.15889989441719954
660017,303316740,5115,tertiary,福临路, ,B,0,0,F,F,2,二级道路,23.180806036200476,0.004585842252311861,0.3947832176972894,0.11569209441893595
660018,303316742,5122,residential, , ,B,0,1,T,F,3,三级道路,25.259903379304667,0.005593619400788745,0.5254516113627252,0.14438341144304406
660019,303316743,5122,residential, , ,B,0,0,F,F,3,三级道路,22.22202461903388,0.00041497439519689206,0.3345251311421037,0.0
660020,303316744,5122,residential, , ,B,0,0,F,F,3,三级道路,26.86616495938184,0.012879557911857584,0.6264029310165788,0.35181336949991593
660021,303316745,5122,residential, , ,B,0,0,F,F,3,三级道路,27.113622029479057,0.010052975454705985,0.6419552657631958,0.27134084291456134
660022,303316746,5122,residential,东站街 Dongzhan St, ,B,0,0,F,F,3,三级道路,21.693647712344386,0.004969410661354553,0.3013173730368748,0.12661224957517198
663652,303946807,5115,tertiary,东门里胡同, ,B,0,0,F,F,2,二级道路,30.047276996348273,0.008301548060509742,0.8263314246577519,0.22147787600016067
663653,303946808,5141,service, , ,B,0,0,F,F,3,三级道路,29.196420181468973,0.0017464241568073459,0.7728562501507372,0.03485413846286493
663654,303946809,5141,service, , ,B,0,0,F,F,3,三级道路,31.762711096885067,0.010906543699041146,0.9341440862916623,0.295641847493743
663655,303946810,5141,service,新建胡同, ,B,0,0,F,F,3,三级道路,32.64514299710457,0.0056474777797398314,0.9896037112598052,0.14591675423338776
663656,303946811,5115,tertiary,福寿胡同, ,B,0,0,F,F,2,二级道路,33.251419553225354,0.013860439107657895,1.0,0.3797389613772738
663657,303946812,5122,residential, , ,B,0,0,F,F,3,三级道路,32.95734255078935,0.0037324150921184294,1.0,0.09139510649149472
663658,303946813,5141,service, , ,B,0,0,F,F,3,三级道路,31.158647035348764,0.004503306060784429,0.8961794951416788,0.11334229710446513
663659,303946814,5141,service, , ,B,0,0,F,F,3,三级道路,31.108550355832076,0.005221025369356642,0.8930309880926321,0.13377569574591225
663660,303946815,5141,service, , ,B,0,0,F,F,3,三级道路,29.744776334234437,0.007813173229736889,0.8073196762505659,0.20757389224990752
663661,303946816,5141,service,辘轳把胡同, ,B,0,0,F,F,3,三级道路,29.48414673257632,0.01923526620576118,0.7909394661063496,0.532759764095927
663662,303946817,5141,service, , ,B,0,0,F,F,3,三级道路,32.20649602865186,0.0015323640787176015,0.9620353557212661,0.02875986893913097
663663,303946818,5141,service,法院西胡同, ,B,0,0,F,F,3,三级道路,31.71713682464078,0.005584194652018589,0.9312798062874653,0.14411508976573095
663664,303946819,5122,residential,同乐路, ,B,0,0,F,F,3,三级道路,29.882007707813038,0.007223497557242922,0.8159444783578323,0.19078588342623193
663665,303946820,5141,service, , ,B,0,0,F,F,3,三级道路,32.168764564528395,0.003949025840249572,0.9596639853647932,0.0975619933422759
663666,303946821,5115,tertiary,银行胡同, ,B,0,0,F,F,2,二级道路,31.32372723945325,0.003515951498028136,0.9065545577465348,0.08523240910188933
663667,303946822,5141,service, , ,B,0,0,F,F,3,三级道路,33.172828745152046,0.008306845605980339,1.0,0.22162869660248952
663668,303946823,5141,service, , ,B,0,0,F,F,3,三级道路,31.81034830528724,0.015456079423940979,0.9371380189813764,0.4251666853935583
663669,303946824,5141,service, , ,B,0,0,F,F,3,三级道路,31.547825508386993,0.009475542998410736,0.9206388241335316,0.25490139726071254
663670,303946825,5141,service,春园街 Chunyuan St, ,B,0,0,F,F,3,三级道路,30.29954018526489,0.011900935899699806,0.8421858173277167,0.3239520963602885
663673,303946828,5122,residential,魁星街 Kuixing St, ,B,0,0,F,F,3,三级道路,32.821204176205356,0.0003379980672128788,1.0,0.0
663674,303946829,5122,residential, , ,B,0,0,F,F,3,三级道路,30.325349851162485,0.00773127710086919,0.8438079191475599,0.20524231745686758
663675,303946830,5141,service,大安胡同, ,B,0,0,F,F,3,三级道路,32.715406047600716,0.0012168658151352834,0.994019646844936,0.019777664178210523
663677,303950613,5122,residential,双阳街 Shuangyang St, ,B,0,0,F,F,3,三级道路,20.595406072191857,0.007948378362469833,0.23229440427055234,0.21142316917823478
663678,303950614,5114,secondary,临河街, ,F,0,0,F,F,2,二级道路,20.96327469531656,0.010269850306725828,0.2554144386561726,0.27751524877726835
663679,303950618,5141,service,新立街 Xinli St, ,B,0,0,F,F,3,三级道路,32.305175217894366,0.005617458355406439,0.9682372063413403,0.14506210415352405
663682,303950621,5122,residential,双阳街 Shuangyang St, ,B,0,0,F,F,3,三级道路,21.556275640472933,0.00017893931367355347,0.2926837282364177,0.0
663683,303950622,5122,residential, , ,B,0,0,F,F,3,三级道路,21.41725027507162,0.00415327564894932,0.28394617622328455,0.10337696545428972
663685,303950624,5115,tertiary,永宁路, ,B,0,0,F,F,2,二级道路,26.38414318008035,0.04823373106968375,0.5961085285817985,1.0
663687,303950626,5122,residential, , ,B,0,0,F,F,3,三级道路,21.14639920386697,0.00814909647418918,0.26692356084923347,0.21713759422202933
664670,304182323,5141,service, , ,B,0,0,F,F,3,三级道路,31.961930514453407,0.006671375595973865,0.9466647512653149,0.17506702509462113
664675,304183755,5141,service, , ,F,0,0,F,F,3,三级道路,30.13078416721207,0.0008558479015833775,0.831579734898015,0.009499519426908529
664676,304183756,5141,service, , ,F,0,0,F,F,3,三级道路,28.419898399002214,0.0029436773076263584,0.7240529296627904,0.06893981877440702
664677,304183757,5141,service, , ,B,0,0,F,F,3,三级道路,27.6550886594876,0.0010296858751741322,0.6759856948825059,0.014448669562589814
664678,304183758,5141,service, , ,F,0,0,F,F,3,三级道路,29.891626605721026,0.0005128318323621167,0.8165490127932388,0.0
664679,304183759,5141,service, , ,B,0,0,F,F,3,三级道路,28.04176316958248,0.0020098298899287777,0.700287653265094,0.04235327396755131
664680,304183760,5141,service, , ,F,0,0,F,F,3,三级道路,29.680219422608523,0.0026420456934318835,0.8032623636047015,0.06035239616770595
664681,304183761,5141,service, , ,F,0,0,F,F,3,三级道路,27.352560070908524,0.00022058390723409265,0.6569721913355879,0.0
664682,304183762,5141,service, , ,F,0,0,F,F,3,三级道路,29.694593433827723,0.009701440717435523,0.8041657503377814,0.2613326832661143
664683,304183763,5141,service, , ,B,0,0,F,F,3,三级道路,31.145019868972263,0.030508858673259164,0.8953230465744508,0.8537178409628591
664684,304183764,5141,service, , ,F,0,0,F,F,3,三级道路,29.84174925682954,0.005446583083171463,0.8134142903707618,0.14019730183618223
664685,304183765,5141,service, , ,B,0,0,F,F,3,三级道路,27.538921683604283,0.0004560259432081864,0.6686847610488929,0.0
664686,304183766,5141,service, , ,F,0,0,F,F,3,三级道路,30.76118797244568,0.0026076525965645224,0.8711997425247217,0.05937322805781806
664687,304183767,5141,service, , ,B,0,0,F,F,3,三级道路,31.34862793130348,0.008999156316832459,0.9081195318041559,0.2413387149475814
664688,304183768,5141,service, , ,B,0,0,F,F,3,三级道路,30.736318320153373,0.031813526399434924,0.8696367192604038,0.8908616037475235
664689,304183769,5141,service, , ,F,0,0,F,F,3,三级道路,27.330548325460036,7.033963152628171e-05,0.6555887835653523,0.0
717169,314443229,5122,residential, , ,B,0,0,F,F,3,三级道路,14.556245509540513,0.003278956027222809,0.0,0.07848517118681038
717175,314443237,5115,tertiary,同康路, ,B,0,0,F,F,2,二级道路,15.377144361890668,0.004910456766142798,0.0,0.12493383793438119
717178,314444395,5115,tertiary,东河堤路, ,B,0,0,F,F,2,二级道路,15.488484496503089,0.0017839568466377917,0.0,0.03592269047788171
717179,314444399,5115,tertiary,新乡路, ,B,0,0,F,F,2,二级道路,15.942330015545101,0.0015879883061588871,0.0,0.030343485263584293
717189,314445890,5122,residential, , ,B,0,0,F,F,3,三级道路,15.30548358980777,0.0009952658442857983,0.0,0.0134687346437545
717194,314445895,5122,residential, , ,B,0,0,F,F,3,三级道路,16.875529691257974,0.0014805168049914648,0.0,0.027283782118189902
717656,314581824,5112,trunk,北部快速路, ,F,80,0,F,F,1,一级道路,20.69721302686893,0.0029884767312549866,0.23869283062405872,0.07021525399117982
717658,314581854,5112,trunk,北部快速路, ,F,80,0,F,F,1,一级道路,22.094957002713734,0.0015141415033256811,0.3265391071271534,0.028241073996860763
717659,314581859,5112,trunk,北部快速路, ,F,80,1,T,F,1,一级道路,17.98277614932699,0.0016224714030647278,0.06809422557507357,0.031325215665780656
717661,314581870,5112,trunk,北部快速路, ,F,80,1,T,F,1,一级道路,18.96286278942641,0.0021891672426004,0.12969131593715155,0.047458990888740074
717676,314587141,5115,tertiary,台北大街 Taibei St, ,F,0,0,F,F,2,二级道路,18.612643726848052,0.010348288163300178,0.10768053203138067,0.2797483668957606
717677,314587144,5115,tertiary,东荣大路 Donrong Rd, ,F,0,0,F,F,2,二级道路,20.324362269684116,0.007753756632442841,0.21525967600055268,0.2058823075260092
717678,314587145,5115,tertiary,团山街, ,B,0,0,F,F,2,二级道路,20.715260705033067,0.009207049939877062,0.23982710224578935,0.24725742609823412
717679,314587146,5115,tertiary, , ,F,0,1,T,F,2,二级道路,19.969290316142967,0.007251162516922715,0.1929438946068842,0.1915735021272828
717680,314587147,5115,tertiary,东荣大路 Donrong Rd, ,F,0,0,F,F,2,二级道路,20.830267340596453,0.01564400494437577,0.24705511029446334,0.4305169066124698
717681,314587148,5115,tertiary,铁北四路 Tiebei 4th Rd, ,F,0,0,F,F,2,二级道路,22.387348972140018,0.01897121666960975,0.3449155381741777,0.5252422995818333
717682,314587149,5115,tertiary, , ,F,0,1,T,F,2,二级道路,19.158461402133465,0.006709635646594854,0.1419844183310291,0.1761562850003298
717683,314587150,5112,trunk,北部快速路, ,F,80,0,F,F,1,一级道路,16.445329235707703,0.0027886671768006747,0.0,0.06452669548401503
717685,314587152,5115,tertiary, , ,F,0,0,F,F,2,二级道路,16.42115922744039,0.0007527223497557244,0.0,0.006563545034906179
717688,314587155,5112,trunk,北部快速路, ,F,80,2,T,F,1,一级道路,16.586820060765444,0.006964668090588442,0.0,0.18341703378106178
717690,314590075,5112,trunk,东部快速路, ,F,0,0,F,F,1,一级道路,14.170747748464837,8.564365177467773e-05,0.0,0.0
717692,314590078,5135,tertiary_link, , ,F,0,0,F,F,2,二级道路,19.835637662367866,0.007351080110659838,0.1845440100916934,0.19441814626565265
717693,314590079,5115,tertiary,远达大街 Yuanda St, ,F,0,0,F,F,2,二级道路,18.722542106357974,0.006879274824886691,0.11458749324925004,0.18098589584379488
717695,314591913,5115,tertiary,东盛大街 Dongsheng St, ,F,0,0,F,F,2,二级道路,15.172473882451333,0.007105313158053166,0.0,0.18742118512008177
717696,314591914,5115,tertiary,远达大街, ,F,0,0,F,F,2,二级道路,20.072086452178798,0.006351029905163548,0.1994044896412469,0.16594681455379193
717697,314591915,5112,trunk,东部快速路, ,F,0,0,F,F,1,一级道路,13.723122283877412,8.564365177467773e-05,0.0,0.0
717698,314591916,5135,tertiary_link, , ,F,0,0,F,F,2,二级道路,20.539558759997913,0.00461216080993584,0.22878447790798037,0.11644138118491204
719206,314750818,5115,tertiary,同兴路, ,B,0,0,F,F,2,二级道路,17.44502122040517,0.001857672611689917,0.034297071737643285,0.03802137111177157
719208,314752163,5122,residential, , ,B,0,0,F,F,3,三级道路,18.027208256603735,0.0005532991935958561,0.0708867220901016,0.0008859872494586993
719210,314752165,5122,residential, , ,B,0,0,F,F,3,三级道路,21.639569628863242,0.0034660662781799984,0.2979186402529465,0.08381218176329229
719215,314752170,5141,service, , ,B,0,0,F,F,3,三级道路,21.99958956244792,0.0030768648621376854,0.3205453953517765,0.07273165544774851
719221,314755806,5141,service, , ,B,0,0,F,F,3,三级道路,29.890474215763476,0.02206996684128946,0.816476586677584,0.6134634144270578
719222,314755807,5141,service, , ,B,0,0,F,F,3,三级道路,31.045659888558845,0.003232924077767416,0.8890784091704773,0.07717464608008566
719223,314755809,5141,service, , ,B,0,0,F,F,3,三级道路,32.13971063682333,0.00684482115878902,0.9578379861755374,0.18000500333383362
719224,314755810,5141,service, , ,B,0,0,F,F,3,三级道路,30.42736015052116,0.0073320972393901935,0.8502191254331813,0.19387770577397412
719225,314755811,5141,service, , ,B,0,0,F,F,3,三级道路,30.156566500115986,0.003496085702513391,0.8332001188769931,0.084666831843156
724989,315851498,5115,tertiary,北四条 N.4th Tiao, ,B,0,0,F,F,2,二级道路,25.536755091147388,0.015222202601683442,0.5428513587050032,0.41850823509814966
745137,318209562,5121,unclassified,天波路, ,B,0,0,F,F,3,三级道路,21.56567913956172,0.0008911648713873682,0.2932747251538259,0.010504990109101114
745138,318209563,5115,tertiary,九台路 Jiutai Rd, ,B,0,0,F,F,2,二级道路,18.692338190368062,0.001696023897816234,0.11268921888614834,0.033419248010152586
745139,318209564,5115,tertiary,天光路 Tianguang Rd, ,B,0,0,F,F,2,二级道路,22.43548206740152,0.0028868091117782097,0.34794063666743796,0.06732078679086356
745140,318209565,5115,tertiary,鞍山路, ,B,0,0,F,F,2,二级道路,22.903222546147312,0.0061383836600153036,0.3773374791061672,0.1598927967158647
754491,319812203,5122,residential,长岭街 Changling St, ,B,0,0,F,F,3,三级道路,16.36597380806802,0.0011405419192811034,0.0,0.01760473031502766
754492,319812204,5122,residential,长盛街 Changsheng St, ,B,0,0,F,F,3,三级道路,16.63093242483585,0.0011900170108102605,0.0,0.01901328134042568
754493,319812205,5122,residential, , ,B,0,0,F,F,3,三级道路,16.758301263957,0.0007654598854147411,0.0,0.006926181431505433
754494,319812206,5122,residential, , ,B,0,0,F,F,3,三级道路,16.70882239993158,0.0006162811230796398,0.0,0.0026790766327021483
754498,319812210,5122,residential,五福街 Wufu St, ,B,0,0,F,F,3,三级道路,18.6000943902047,0.003194616124158769,0.10689182357278323,0.07608402238099539
754500,319812212,5122,residential, , ,B,0,0,F,F,3,三级道路,17.396429969943043,0.0016404732473953734,0.031243178823422535,0.03183772641628717
754517,319814256,5115,tertiary,利国街, ,B,0,0,F,F,2,二级道路,20.4150571990866,0.0011716404732473955,0.22095972692790788,0.01849010311018058
754525,319816653,5115,tertiary,鞍山路 Anshan Rd, ,B,0,0,F,F,2,二级道路,23.11625028544371,0.004357329252261267,0.390725978010446,0.1091863516180691
754526,319816654,5122,residential, , ,B,0,0,F,F,3,三级道路,22.85664659915905,0.0035540643946082758,0.37441024522912514,0.08631747954642216
779424,324629036,5115,tertiary,东新路, ,F,0,0,F,F,2,二级道路,18.571231087123092,0.00036870916475366416,0.10507780487757333,0.0
779475,324637548,5122,residential, , ,B,0,0,F,F,3,三级道路,20.780236304276485,0.0006896619381168207,0.2439107288295789,0.004768221272368968
779476,324637550,5122,residential, , ,B,0,0,F,F,3,三级道路,21.05668398122876,0.0017754625542017385,0.2612850831375698,0.035680858801556616
779477,324637552,5141,service, , ,B,0,0,F,F,3,三级道路,21.7399582916671,0.006836776737889222,0.30422792892300754,0.1797759794562231
779478,324637553,5141,service, , ,B,0,0,F,F,3,三级道路,21.2929752567628,0.0062112249102360345,0.27613566313258403,0.16196657999788688
779479,324637554,5141,service, , ,B,0,0,F,F,3,三级道路,23.67041862034805,0.004447835994719272,0.425554691722371,0.11176306973933883
779480,324637555,5141,service, , ,B,0,0,F,F,3,三级道路,23.853415665449152,0.001468891635764318,0.43705580301386077,0.026952814685301515
779481,324637556,5141,service, , ,B,0,0,F,F,3,三级道路,22.723096549462003,0.0013391017717346518,0.3660168092383902,0.023257709928243758
779482,324637557,5141,service, , ,B,0,0,F,F,3,三级道路,22.81040562766563,0.00400268932622348,0.37150406409883097,0.09908978754858745
779483,324637558,5141,service, , ,B,0,0,F,F,3,三级道路,24.79866889174064,0.006550002943080816,0.49646366147524773,0.17161155751681928
779484,324637559,5141,service, , ,B,0,0,F,F,3,三级道路,24.835561313294384,0.01433739478486079,0.4987822991661883,0.39331784294028466
779485,324637560,5141,service, , ,B,0,0,F,F,3,三级道路,24.975063865018505,0.006707398905173935,0.5075498416800006,0.17609260519045755
779486,324639313,5141,service, , ,B,0,0,F,F,3,三级道路,20.994442572614492,0.0007544674235578039,0.2573732966548084,0.006613227115673341
779487,324639315,5141,service, , ,B,0,0,F,F,3,三级道路,20.984131337881237,0.0005326976278768615,0.25672524980708844,0.0002994626848463574
779488,324641801,5141,service, , ,B,0,0,F,F,3,三级道路,20.724753767906712,0.004955265171581611,0.24042372812325408,0.12620952886241302
779492,324647684,5141,service, , ,B,0,0,F,F,3,三级道路,24.330248244044338,0.008682206133380423,0.46702407135831137,0.23231517416972644
779493,324647685,5141,service, , ,B,0,0,F,F,3,三级道路,23.863893736059836,0.0015917992184988476,0.43771433526582687,0.03045198156582943
779494,324647980,5141,service, , ,B,0,0,T,F,3,三级道路,26.216099146181882,0.004007298840426158,0.5855471933718807,0.09922101996789369
779496,324650193,5122,residential, , ,B,0,0,F,F,3,三级道路,26.940227004794732,0.003542972368759899,0.6310576281801229,0.08600169065347459
779497,324650194,5141,service, , ,B,0,0,F,F,3,三级道路,28.262402110633616,0.0027380967145571866,0.7141545056771841,0.06308695936132512
779498,324650195,5141,service, , ,B,0,0,F,F,3,三级道路,27.71824603919363,0.002064865501206663,0.6799550488820562,0.04392013244730141
783461,325641289,5122,residential,川心院胡同, ,B,0,0,F,F,3,三级道路,31.150785345568732,0.008323102295723965,0.895685398807777,0.2220915229722895
783462,325641290,5122,residential,财神庙胡同, ,B,0,0,F,F,3,三级道路,32.10396594015687,0.013849844016716698,0.9555914814070346,0.379437320172616
783463,325641291,5141,service,积善一胡同, ,B,0,0,F,F,3,三级道路,32.10191491555865,0.004528657240539865,0.9554625773465749,0.11406404271697249
783464,325641292,5122,residential,积善二胡同, ,B,0,0,F,F,3,三级道路,32.52101029354993,0.006785959542449036,0.9818021424546547,0.17832921886351266
783465,325641293,5141,service, , ,B,0,0,F,F,3,三级道路,29.556430733730757,0.02065483548178233,0.795482415646393,0.5731747627864243
783466,325641294,5141,service,长源胡同, ,B,0,0,F,F,3,三级道路,29.771814388538164,0.013504032020719288,0.8090189805834894,0.36959208640948027
783467,325641295,5141,service,向福路, ,B,0,0,F,F,3,三级道路,30.851806477868166,0.0052766495967979275,0.87689499031059,0.13535931207036556
783468,325641296,5122,residential,东宁二胡同, ,B,0,0,F,F,3,三级道路,33.11585316715998,0.012495732532815352,1.0,0.340885898432882
783469,325641297,5141,service,东宁一胡同, ,B,0,0,F,F,3,三级道路,33.61230489019882,0.015166431220201306,1.0,0.4169204293125205
783470,325641298,5141,service, , ,B,0,0,F,F,3,三级道路,32.94058089426757,0.01585277193919103,1.0,0.43646048257216247
783471,325641299,5141,service, , ,B,0,0,F,F,3,三级道路,33.13605829772054,0.0169135911472129,1.0,0.46666190185282286
783472,325641300,5141,service,新民南胡同, ,B,0,0,F,F,3,三级道路,32.922804390244096,0.004750721054800165,1.0,0.12038617782804763
783478,325642719,5122,residential,Jianhe Hutong, ,F,0,0,F,F,3,三级道路,28.273677975040194,0.004361057154629466,0.7148631781662735,0.10929248463452278
783487,325649504,5122,residential,百草胡同, ,B,0,0,F,F,3,三级道路,26.297994297535404,0.006153393372182,0.5906941904145372,0.16032012175579652
783542,325657761,5122,residential, , ,B,0,0,F,F,3,三级道路,30.308005209708046,0.012308437100719575,0.8427178324110868,0.3355536157674644
783543,325657762,5122,residential, , ,B,0,0,F,F,3,三级道路,30.590572589277073,0.0011865030313732415,0.8604768015680618,0.018913238688936622
783544,325657763,5122,residential, , ,B,0,0,F,F,3,三级道路,30.485944661748917,0.017418329507328273,0.8539010809708553,0.48103175368582535
783545,325657764,5122,residential, , ,B,0,0,F,F,3,三级道路,29.918509123671715,0.0012244393431043615,0.8182385418814027,0.019993281780058488
783546,325657765,5141,service, , ,B,0,0,F,F,3,三级道路,29.404053218994655,0.006324386367649655,0.7859056995068928,0.165188275642079
783547,325657766,5141,service, , ,B,0,0,F,F,3,三级道路,28.88803237197146,0.007636117487786214,0.7534745026694586,0.20253313256318198
783548,325657767,5141,service, , ,B,0,0,F,F,3,三级道路,30.619659315245812,0.015598015757633104,0.8623048620828462,0.42920759895600125
783549,325657768,5141,service, , ,B,0,0,F,F,3,三级道路,30.34064486795638,0.007549958796868561,0.8447691898077208,0.20008020304474966
783550,325657769,5141,service, , ,B,0,0,F,F,3,三级道路,30.010890397986604,0.002827375696879493,0.8240445772551334,0.0656287232714023
783551,325657860,5141,service, , ,B,0,0,F,F,3,三级道路,27.70031804845838,0.0015899943914132123,0.6788282994497635,0.030400598314913374
783560,325661855,5115,tertiary,安宁路, ,B,0,0,F,F,2,二级道路,15.797123165213856,0.0011287695960131064,0.0,0.017269573420963462
783786,325724118,5115,tertiary,大马路, ,F,0,0,F,F,2,二级道路,29.78759003171372,0.019458174884358578,0.8100104579472723,0.5391059524121921
815407,332552701,5142,track, , ,B,0,0,F,F,4,其他道路,31.295456853313247,0.01799173141936618,0.9047778030613979,0.49735645013818464
815409,332552703,5113,primary,人民大街, ,F,0,0,F,F,1,一级道路,22.69026259515286,0.013823438054808155,0.3639532406029484,0.378685545015192
815414,332555235,5115,tertiary,西河堤路, ,B,0,1,T,F,2,二级道路,23.929976783002303,0.004283749607015044,0.44186756340645705,0.10709154630176339
815415,332555237,5115,tertiary,西河堤路, ,B,0,0,F,F,2,二级道路,25.553452770933195,0.017449864672184998,0.5439007847950262,0.48192955675040094
863747,342974497,5114,secondary,西安大路, ,F,70,0,F,F,2,二级道路,25.124177926657204,0.008079675415974751,0.5169214543040476,0.21516118347250043
863748,342974498,5114,secondary,西安大路, ,F,70,0,F,F,2,二级道路,24.808493412254567,0.005653287680942403,0.49708111900716456,0.14608216155338272
874797,346063294,5141,service, , ,B,0,0,F,F,3,三级道路,27.259067111005784,0.00035699570310200715,0.6510962880595642,0.0
874798,346063295,5141,service, , ,B,0,0,F,F,3,三级道路,27.077624238764177,0.0002560480310789334,0.6396928543836521,0.0
874799,346063296,5141,service, , ,B,0,0,F,F,3,三级道路,26.922312887286797,0.0014126787921596327,0.6299317506609872,0.02535244051614498
944795,366767274,5155,steps, , ,B,0,0,F,F,4,其他道路,407.63439954451576,1.564065357261466e-05,1.0,0.0
944796,366767275,5155,steps, , ,B,0,0,F,F,4,其他道路,196.30024644619698,1.4715404084996174e-06,1.0,0.0
989466,379066921,5115,tertiary,东八条 E.8th Tiao, ,B,0,1,T,F,2,二级道路,27.528652412205656,0.0008754684403633724,0.66803935153874,0.010058114250348856
989467,379066923,5115,tertiary,东八条 E.8th Tiao, ,B,0,0,F,F,2,二级道路,27.61477658566192,0.0035155100359055857,0.6734521367739379,0.08521984071836192
1000967,382661155,5153,footway, , ,B,0,0,F,F,4,其他道路,29.213261577347524,0.040167755606568954,0.773914708598502,1.0
1000968,382661156,5153,footway, , ,B,0,0,F,F,4,其他道路,28.494962138106892,0.0038237576185660236,0.7287705818900234,0.09399561930134737
1000969,382661157,5153,footway, , ,B,0,0,F,F,4,其他道路,28.914132087511344,0.0315577685751545,0.7551148337083265,0.8835802034608469
1000970,382661158,5153,footway, , ,B,0,0,F,F,4,其他道路,28.161663290518433,0.004355728629360794,0.7078232101041982,0.10914078204036741
1000971,382661159,5153,footway, , ,B,0,0,F,F,4,其他道路,28.624020597206293,0.014633273000390567,0.736881727621313,0.40174146684872747
1000972,382661160,5153,footway, , ,B,0,0,F,F,4,其他道路,28.70037459869301,0.009645485245125164,0.7416804710554715,0.25973963643257914
1000973,382661161,5153,footway, , ,B,0,0,F,F,4,其他道路,28.738441438567044,0.02822385072694096,0.7440729193142109,0.7886638878249989
1000974,382661162,5153,footway, , ,B,0,0,F,F,4,其他道路,28.502397194061,0.019864889951416526,0.7292378648777865,0.5506850906622281
1000975,382661163,5153,footway, , ,B,0,0,F,F,4,其他道路,29.09767429681765,0.013584133337203931,0.7666502078164249,0.37187256306920885
1000976,382661164,5153,footway, , ,B,0,0,F,F,4,其他道路,28.741892568659708,0.004280850909539038,0.7442898180693531,0.10700902066763211
1000977,382661165,5153,footway, , ,B,0,0,F,F,4,其他道路,28.892860149558544,0.01053997405420449,0.7537779218164123,0.2852056454948004
